content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"Sistem matchmaking rusak sekali lose streak Lang sung lose streak terus menerus sistem matchmaking sekarang lebih parah daripada yang dulu ,plis moontoon banyak player ngeluh tentang matchmaking ini , gak pernah ada upadate untuk sistem matchmaking , mobile legend gua kasih bintang 1 karena game dengan matchmaking paling curang bug terbanyak dan tidak bisa mengatasi matchmaking dengan benar, sinyal ngeleg mulu gak stabil,",1,Negatif,sistem matchmaking rusak sekali lose streak lang sung lose streak terus menerus sistem matchmaking sekarang lebih parah daripada yang dulu plis moontoon banyak player ngeluh tentang matchmaking ini  gak pernah ada upadate untuk sistem matchmaking  mobile legend gua kasih bintang  karena game dengan matchmaking paling curang bug terbanyak dan tidak bisa mengatasi matchmaking dengan benar sinyal ngeleg mulu gak stabil,sistem matchmaking rusak lose streak lang sung lose streak menerus sistem matchmaking parah plis moontoon player ngeluh matchmaking gak upadate sistem matchmaking mobile legend gua kasih bintang game matchmaking curang bug mengatasi matchmaking sinyal ngeleg mulu gak stabil,"['sistem', 'matchmaking', 'rusak', 'lose', 'streak', 'lang', 'sung', 'lose', 'streak', 'menerus', 'sistem', 'matchmaking', 'parah', 'plis', 'moontoon', 'player', 'ngeluh', 'matchmaking', 'gak', 'upadate', 'sistem', 'matchmaking', 'mobile', 'legend', 'gua', 'kasih', 'bintang', 'game', 'matchmaking', 'curang', 'bug', 'mengatasi', 'matchmaking', 'sinyal', 'ngeleg', 'mulu', 'gak', 'stabil']",sistem matchmaking rusak lose streak lang sung lose streak terus sistem matchmaking parah plis moontoon player ngeluh matchmaking gak upadate sistem matchmaking mobile legend gua kasih bintang game matchmaking curang bug atas matchmaking sinyal ngeleg mulu gak stabil
Disini udah keterlaluan sih dark system nya karana kenapa setiap saya main classic saya selalu ketemu Player yang BOT dan gak tau kenapa setiap saya main rank itu malah tim saya yang tidak bisa main padahal sya udah undang teman saya yg rank nya myhtik sama aja kalah jadi tolong developer atau monton yang membuat game tolong diperhatikan bahwa ini bug atau tidak kalo ini bug tolong diperbaiki montoon Karena saya udah muak sama dark system ini malah mau ganti season lagi,1,Negatif,disini udah keterlaluan sih dark system nya karana kenapa setiap saya main classic saya selalu ketemu player yang bot dan gak tau kenapa setiap saya main rank itu malah tim saya yang tidak bisa main padahal sya udah undang teman saya yg rank nya myhtik sama aja kalah jadi tolong developer atau monton yang membuat game tolong diperhatikan bahwa ini bug atau tidak kalo ini bug tolong diperbaiki montoon karena saya udah muak sama dark system ini malah mau ganti season lagi,udah sih dark system nya karana main classic ketemu player bot gak tau main rank tim main sya udah undang teman yg rank nya myhtik aja kalah tolong developer monton game tolong diperhatikan bug kalo bug tolong diperbaiki montoon udah muak dark system ganti season,"['udah', 'sih', 'dark', 'system', 'nya', 'karana', 'main', 'classic', 'ketemu', 'player', 'bot', 'gak', 'tau', 'main', 'rank', 'tim', 'main', 'sya', 'udah', 'undang', 'teman', 'yg', 'rank', 'nya', 'myhtik', 'aja', 'kalah', 'tolong', 'developer', 'monton', 'game', 'tolong', 'diperhatikan', 'bug', 'kalo', 'bug', 'tolong', 'diperbaiki', 'montoon', 'udah', 'muak', 'dark', 'system', 'ganti', 'season']",udah sih dark system nya karana main classic ketemu player bot gak tau main rank tim main sya udah undang teman yg rank nya myhtik aja kalah tolong developer monton game tolong perhati bug kalo bug tolong baik montoon udah muak dark system ganti season
"ini game, aku kalo main magic chess,itu naek turun naek turun anjir,terus pernah ada event skin epick free pertama kali sebelum banyak skin yg dibagi, katanya ambil ternyata acak, aku malah dapet marsha yg gk bisa heronya,main rank kadang banyak cobaan dan DARI SISTEM, Tolong diperbaiki dan jangan mabuk lagi ya ☺💢 Oh ya, dan aku gk rekomendasi download buat org yg emosian dan gampang naik darah ☺💢",1,Negatif,ini game aku kalo main magic chessitu naek turun naek turun anjirterus pernah ada event skin epick free pertama kali sebelum banyak skin yg dibagi katanya ambil ternyata acak aku malah dapet marsha yg gk bisa heronyamain rank kadang banyak cobaan dan dari sistem tolong diperbaiki dan jangan mabuk lagi ya  oh ya dan aku gk rekomendasi download buat org yg emosian dan gampang naik darah ,game kalo main magic chessitu naek turun naek turun anjirterus event skin epick free kali skin yg dibagi ambil acak dapet marsha yg gk heronyamain rank kadang cobaan sistem tolong diperbaiki mabuk ya oh ya gk rekomendasi download org yg emosian gampang darah,"['game', 'kalo', 'main', 'magic', 'chessitu', 'naek', 'turun', 'naek', 'turun', 'anjirterus', 'event', 'skin', 'epick', 'free', 'kali', 'skin', 'yg', 'dibagi', 'ambil', 'acak', 'dapet', 'marsha', 'yg', 'gk', 'heronyamain', 'rank', 'kadang', 'cobaan', 'sistem', 'tolong', 'diperbaiki', 'mabuk', 'ya', 'oh', 'ya', 'gk', 'rekomendasi', 'download', 'org', 'yg', 'emosian', 'gampang', 'darah']",game kalo main magic chessitu naek turun naek turun anjirterus event skin epick free kali skin yg bagi ambil acak dapet marsha yg gk heronyamain rank kadang coba sistem tolong baik mabuk ya oh ya gk rekomendasi download org yg emosi gampang darah
"Bagus sih grafik nya, skin2 nya, tapi klo masalah ngasih tim, beuhhhh gila moonton, slalu gk seimbang, gk heran orang2 pada pindah ke game sebelah,btw aku pernah main,jadi tau hehe..,disitu tim ama musuh slalu seimbang, klo kek gitu seru banget jadinya, setiap 1 permainan durasinya 20 menit an, andai kata kalah pun gk masalah krn emang seru banget main nya, mangkanya moonton.., klo pingin player2 gk pindah ke game sebelah jgn event nya aj yg dibenerin, keseimbangan tim ama musuh juga dong",1,Negatif,bagus sih grafik nya skin nya tapi klo masalah ngasih tim beuhhhh gila moonton slalu gk seimbang gk heran orang pada pindah ke game sebelahbtw aku pernah mainjadi tau hehedisitu tim ama musuh slalu seimbang klo kek gitu seru banget jadinya setiap  permainan durasinya  menit an andai kata kalah pun gk masalah krn emang seru banget main nya mangkanya moonton klo pingin player gk pindah ke game sebelah jgn event nya aj yg dibenerin keseimbangan tim ama musuh juga dong,bagus sih grafik nya skin nya klo ngasih tim beuhhhh gila moonton slalu gk seimbang gk heran orang pindah game sebelahbtw mainjadi tau hehedisitu tim ama musuh slalu seimbang klo kek gitu seru banget permainan durasinya menit an andai kalah gk krn emang seru banget main nya mangkanya moonton klo pingin player gk pindah game sebelah jgn event nya aj yg dibenerin keseimbangan tim ama musuh,"['bagus', 'sih', 'grafik', 'nya', 'skin', 'nya', 'klo', 'ngasih', 'tim', 'beuhhhh', 'gila', 'moonton', 'slalu', 'gk', 'seimbang', 'gk', 'heran', 'orang', 'pindah', 'game', 'sebelahbtw', 'mainjadi', 'tau', 'hehedisitu', 'tim', 'ama', 'musuh', 'slalu', 'seimbang', 'klo', 'kek', 'gitu', 'seru', 'banget', 'permainan', 'durasinya', 'menit', 'an', 'andai', 'kalah', 'gk', 'krn', 'emang', 'seru', 'banget', 'main', 'nya', 'mangkanya', 'moonton', 'klo', 'pingin', 'player', 'gk', 'pindah', 'game', 'sebelah', 'jgn', 'event', 'nya', 'aj', 'yg', 'dibenerin', 'keseimbangan', 'tim', 'ama', 'musuh']",bagus sih grafik nya skin nya klo ngasih tim beuhhhh gila moonton slalu gk imbang gk heran orang pindah game sebelahbtw mainjadi tau hehedisitu tim ama musuh slalu imbang klo kek gitu seru banget main durasi menit an andai kalah gk krn emang seru banget main nya mangkanya moonton klo pingin player gk pindah game belah jgn event nya aj yg dibenerin imbang tim ama musuh
tolong di ubah setelah pus rank jangan keluarnya satu satu di suruh nunggu beberapa detik habis itu keluarnya bareng kasian yang keluar terakhir mau ngetik jadi bingung mau komen ngga ada yang baca sama penyusean line saat main rank publik contoh yang biasa main di roam tetap roam gold line tetap di gold line biar ngga ada yang rebutan line,1,Negatif,tolong di ubah setelah pus rank jangan keluarnya satu satu di suruh nunggu beberapa detik habis itu keluarnya bareng kasian yang keluar terakhir mau ngetik jadi bingung mau komen ngga ada yang baca sama penyusean line saat main rank publik contoh yang biasa main di roam tetap roam gold line tetap di gold line biar ngga ada yang rebutan line,tolong ubah pus rank keluarnya suruh nunggu detik habis keluarnya bareng kasian ngetik bingung komen ngga baca penyusean line main rank publik contoh main roam roam gold line gold line biar ngga rebutan line,"['tolong', 'ubah', 'pus', 'rank', 'keluarnya', 'suruh', 'nunggu', 'detik', 'habis', 'keluarnya', 'bareng', 'kasian', 'ngetik', 'bingung', 'komen', 'ngga', 'baca', 'penyusean', 'line', 'main', 'rank', 'publik', 'contoh', 'main', 'roam', 'roam', 'gold', 'line', 'gold', 'line', 'biar', 'ngga', 'rebutan', 'line']",tolong ubah pus rank keluar suruh nunggu detik habis keluar bareng kasi ngetik bingung komen ngga baca penyusean line main rank publik contoh main roam roam gold line gold line biar ngga rebut line
"Gamanya seru dan menyenangkan kecuali pas kena dram sistem, dan gama ini kurang bagus kalau dimainkan di HP yang ram nya 2, soal nya aku dulu pernah main mm di HP ya ram nya 2 agak ngelek, apa lagi sinyal nya agak putus putus. Dan kurang enak juga buat adu retri, semoga moonton ngurangin MB nya.",5,Positif,gamanya seru dan menyenangkan kecuali pas kena dram sistem dan gama ini kurang bagus kalau dimainkan di hp yang ram nya  soal nya aku dulu pernah main mm di hp ya ram nya  agak ngelek apa lagi sinyal nya agak putus putus dan kurang enak juga buat adu retri semoga moonton ngurangin mb nya,gamanya seru menyenangkan kecuali pas kena dram sistem gama bagus dimainkan hp ram nya nya main mm hp ya ram nya ngelek sinyal nya putus putus enak adu retri semoga moonton ngurangin mb nya,"['gamanya', 'seru', 'menyenangkan', 'kecuali', 'pas', 'kena', 'dram', 'sistem', 'gama', 'bagus', 'dimainkan', 'hp', 'ram', 'nya', 'nya', 'main', 'mm', 'hp', 'ya', 'ram', 'nya', 'ngelek', 'sinyal', 'nya', 'putus', 'putus', 'enak', 'adu', 'retri', 'semoga', 'moonton', 'ngurangin', 'mb', 'nya']",gama seru senang kecuali pas kena dram sistem gama bagus main hp ram nya nya main mm hp ya ram nya ngelek sinyal nya putus putus enak adu retri moga moonton ngurangin mb nya
kekurangan ini game banyak bet dah mulai dari tim ga seimbang sama musuh. musuh kuat tim lemah itu tuh yg paling sering di alami semua player. sama pada perebutan role orang mah bikin fitur menentukan role sebelum main ke bias enak ga ada yg perebutan role lagi,1,Negatif,kekurangan ini game banyak bet dah mulai dari tim ga seimbang sama musuh musuh kuat tim lemah itu tuh yg paling sering di alami semua player sama pada perebutan role orang mah bikin fitur menentukan role sebelum main ke bias enak ga ada yg perebutan role lagi,kekurangan game bet dah tim ga seimbang musuh musuh kuat tim lemah tuh yg alami player perebutan role orang mah bikin fitur menentukan role main bias enak ga yg perebutan role,"['kekurangan', 'game', 'bet', 'dah', 'tim', 'ga', 'seimbang', 'musuh', 'musuh', 'kuat', 'tim', 'lemah', 'tuh', 'yg', 'alami', 'player', 'perebutan', 'role', 'orang', 'mah', 'bikin', 'fitur', 'menentukan', 'role', 'main', 'bias', 'enak', 'ga', 'yg', 'perebutan', 'role']",kurang game bet dah tim ga imbang musuh musuh kuat tim lemah tuh yg alami player rebut role orang mah bikin fitur tentu role main bias enak ga yg rebut role
"Saya beri satu bintang kerena sekarang moonton terlalu banyak memberi darks sistem pada pemain,gua yang selalu kena dark sistem kecewa banget sama moonton,gak kyk game sebelah bisa mengatur posisi line nya sendiri.☠️🗿.kalah mulu",1,Negatif,saya beri satu bintang kerena sekarang moonton terlalu banyak memberi darks sistem pada pemaingua yang selalu kena dark sistem kecewa banget sama moontongak kyk game sebelah bisa mengatur posisi line nya sendirikalah mulu,bintang kerena moonton darks sistem pemaingua kena dark sistem kecewa banget moontongak kyk game sebelah mengatur posisi line nya sendirikalah mulu,"['bintang', 'kerena', 'moonton', 'darks', 'sistem', 'pemaingua', 'kena', 'dark', 'sistem', 'kecewa', 'banget', 'moontongak', 'kyk', 'game', 'sebelah', 'mengatur', 'posisi', 'line', 'nya', 'sendirikalah', 'mulu']",bintang rena moonton darks sistem pemaingua kena dark sistem kecewa banget moontongak kyk game belah atur posisi line nya sendirikalah mulu
Game nya bagus. Tapi masak pas saya main ad dark sistem kayak gak seimbang gitu tim nya bot lawanya pro itu bukan cuman sekali tapi 20 kali berturut-turut jadi bikin saya muak gitu sama ml kebanyaan dark sistemnya kalok gitu kapan mau naik pangkat,1,Negatif,game nya bagus tapi masak pas saya main ad dark sistem kayak gak seimbang gitu tim nya bot lawanya pro itu bukan cuman sekali tapi  kali berturutturut jadi bikin saya muak gitu sama ml kebanyaan dark sistemnya kalok gitu kapan mau naik pangkat,game nya bagus masak pas main ad dark sistem kayak gak seimbang gitu tim nya bot lawanya pro cuman kali berturutturut bikin muak gitu ml kebanyaan dark sistemnya kalok gitu pangkat,"['game', 'nya', 'bagus', 'masak', 'pas', 'main', 'ad', 'dark', 'sistem', 'kayak', 'gak', 'seimbang', 'gitu', 'tim', 'nya', 'bot', 'lawanya', 'pro', 'cuman', 'kali', 'berturutturut', 'bikin', 'muak', 'gitu', 'ml', 'kebanyaan', 'dark', 'sistemnya', 'kalok', 'gitu', 'pangkat']",game nya bagus masak pas main ad dark sistem kayak gak imbang gitu tim nya bot lawa pro cuman kali berturutturut bikin muak gitu ml kebanyaan dark sistem kalok gitu pangkat
"Apalah sistem moonton ini gj, gw rank nya glory nabrak IMO 1000,apaan coba sistem nya ngacak, ini party ya, di tmn gw blum ada yang prnh IMO, lawak moonton ga seimbang banget ngasih musuh nya, kasih rate 1,yaa karna ga seimbang bangett, harap perbaiki, ini juga demi kenyaman player, dari pada pindah ke game HOK kan, perbaiki aja dulu sistem ini, sekian keluhan dari gw..",1,Negatif,apalah sistem moonton ini gj gw rank nya glory nabrak imo apaan coba sistem nya ngacak ini party ya di tmn gw blum ada yang prnh imo lawak moonton ga seimbang banget ngasih musuh nya kasih rate yaa karna ga seimbang bangett harap perbaiki ini juga demi kenyaman player dari pada pindah ke game hok kan perbaiki aja dulu sistem ini sekian keluhan dari gw,apalah sistem moonton gj gw rank nya glory nabrak imo coba sistem nya ngacak party ya tmn gw blum prnh imo lawak moonton ga seimbang banget ngasih musuh nya kasih rate yaa karna ga seimbang bangett harap perbaiki kenyaman player pindah game hok perbaiki aja sistem sekian keluhan gw,"['apalah', 'sistem', 'moonton', 'gj', 'gw', 'rank', 'nya', 'glory', 'nabrak', 'imo', 'coba', 'sistem', 'nya', 'ngacak', 'party', 'ya', 'tmn', 'gw', 'blum', 'prnh', 'imo', 'lawak', 'moonton', 'ga', 'seimbang', 'banget', 'ngasih', 'musuh', 'nya', 'kasih', 'rate', 'yaa', 'karna', 'ga', 'seimbang', 'bangett', 'harap', 'perbaiki', 'kenyaman', 'player', 'pindah', 'game', 'hok', 'perbaiki', 'aja', 'sistem', 'sekian', 'keluhan', 'gw']",apa sistem moonton gj gw rank nya glory nabrak imo coba sistem nya ngacak party ya tmn gw blum prnh imo lawak moonton ga imbang banget ngasih musuh nya kasih rate yaa karna ga imbang bangett harap baik kenyam player pindah game hok baik aja sistem sekian keluh gw
"Game aneh, ngeleg dikit maju maju sendiri, ngeframe maju sendiri, sinyal stabil, ada musuh malah lag, udalah banyak yang ngefeed, ga ada pergerakan sama sekali dari developer, mending ganti dev aja",1,Negatif,game aneh ngeleg dikit maju maju sendiri ngeframe maju sendiri sinyal stabil ada musuh malah lag udalah banyak yang ngefeed ga ada pergerakan sama sekali dari developer mending ganti dev aja,game aneh ngeleg dikit maju maju ngeframe maju sinyal stabil musuh lag udalah ngefeed ga pergerakan developer mending ganti dev aja,"['game', 'aneh', 'ngeleg', 'dikit', 'maju', 'maju', 'ngeframe', 'maju', 'sinyal', 'stabil', 'musuh', 'lag', 'udalah', 'ngefeed', 'ga', 'pergerakan', 'developer', 'mending', 'ganti', 'dev', 'aja']",game aneh ngeleg dikit maju maju ngeframe maju sinyal stabil musuh lag uda ngefeed ga gera developer mending ganti dev aja
Ini bagus tapi gak terlalu suka karna leg dan bisa kalau jaringan nya mati tinggal min offline deh jadi ini agak bagus maaf cuma bisa kasih reting4 soal nya agak seru untuk main bisa juga multiplayer,4,Positif,ini bagus tapi gak terlalu suka karna leg dan bisa kalau jaringan nya mati tinggal min offline deh jadi ini agak bagus maaf cuma bisa kasih reting soal nya agak seru untuk main bisa juga multiplayer,bagus gak suka karna leg jaringan nya mati tinggal min offline deh bagus maaf kasih reting nya seru main multiplayer,"['bagus', 'gak', 'suka', 'karna', 'leg', 'jaringan', 'nya', 'mati', 'tinggal', 'min', 'offline', 'deh', 'bagus', 'maaf', 'kasih', 'reting', 'nya', 'seru', 'main', 'multiplayer']",bagus gak suka karna leg jaring nya mati tinggal min offline deh bagus maaf kasih reting nya seru main multiplayer
"Hi monton, tolong benerin lagi masalah jaringan yang terlalu buruk saat game play, padahal kecepatan sinyal aku tembus 200kb/s, masih aja jaringan lag parah, padahal buat main game lain selain MLBB, baik"" Saja jaringanku, tolong benerin lagi masalah jaringannya..",1,Negatif,hi monton tolong benerin lagi masalah jaringan yang terlalu buruk saat game play padahal kecepatan sinyal aku tembus kbs masih aja jaringan lag parah padahal buat main game lain selain mlbb baik saja jaringanku tolong benerin lagi masalah jaringannya,hi monton tolong benerin jaringan buruk game play kecepatan sinyal tembus kbs aja jaringan lag parah main game mlbb jaringanku tolong benerin jaringannya,"['hi', 'monton', 'tolong', 'benerin', 'jaringan', 'buruk', 'game', 'play', 'kecepatan', 'sinyal', 'tembus', 'kbs', 'aja', 'jaringan', 'lag', 'parah', 'main', 'game', 'mlbb', 'jaringanku', 'tolong', 'benerin', 'jaringannya']",hi monton tolong benerin jaring buruk game play cepat sinyal tembus kbs aja jaring lag parah main game mlbb jaring tolong benerin jaring
mohon dibaca monton! saya sebagai player mlbb baru kali ini kecewa berat dengan bug jaringan yg terjadi masalahnya saya main mode rank itu biar win dengan usaha keras kalau gini siapa yg rugi sewaktu masih dilobby lancar aja jaringan tapi kenapa digame ping 40 aja ngeleg tapi jaringan ping masih warna hijau alias 40 an keatas paling tinggi 80 an tapi kenapa sering terjadi bug tolong diperbaiki ya saya pindah game dulu kalau udah diperbaiki saya comeback lagi see you monton i hate you tolong diul,1,Negatif,mohon dibaca monton saya sebagai player mlbb baru kali ini kecewa berat dengan bug jaringan yg terjadi masalahnya saya main mode rank itu biar win dengan usaha keras kalau gini siapa yg rugi sewaktu masih dilobby lancar aja jaringan tapi kenapa digame ping  aja ngeleg tapi jaringan ping masih warna hijau alias  an keatas paling tinggi  an tapi kenapa sering terjadi bug tolong diperbaiki ya saya pindah game dulu kalau udah diperbaiki saya comeback lagi see you monton i hate you tolong diul,mohon dibaca monton player mlbb kali kecewa berat bug jaringan yg main mode rank biar win usaha keras gini yg rugi dilobby lancar aja jaringan digame ping aja ngeleg jaringan ping warna hijau alias an keatas an bug tolong diperbaiki ya pindah game udah diperbaiki comeback see you monton i hate you tolong diul,"['mohon', 'dibaca', 'monton', 'player', 'mlbb', 'kali', 'kecewa', 'berat', 'bug', 'jaringan', 'yg', 'main', 'mode', 'rank', 'biar', 'win', 'usaha', 'keras', 'gini', 'yg', 'rugi', 'dilobby', 'lancar', 'aja', 'jaringan', 'digame', 'ping', 'aja', 'ngeleg', 'jaringan', 'ping', 'warna', 'hijau', 'alias', 'an', 'keatas', 'an', 'bug', 'tolong', 'diperbaiki', 'ya', 'pindah', 'game', 'udah', 'diperbaiki', 'comeback', 'see', 'you', 'monton', 'i', 'hate', 'you', 'tolong', 'diul']",mohon baca monton player mlbb kali kecewa berat bug jaring yg main mode rank biar win usaha keras gin yg rugi dilobby lancar aja jaring digame ping aja ngeleg jaring ping warna hijau alias an atas an bug tolong baik ya pindah game udah baik comeback see you monton i hate you tolong diul
"Semenjak ada saingan jadi banyak skin Hero gratis, lumayan lah buat koleksi. Untuk kedepannya Adain update reset Win rate Hero dong per semua season. Biar yg Hero wr nya jelek bisa diperbaiki. Terimakasih",4,Positif,semenjak ada saingan jadi banyak skin hero gratis lumayan lah buat koleksi untuk kedepannya adain update reset win rate hero dong per semua season biar yg hero wr nya jelek bisa diperbaiki terimakasih,semenjak saingan skin hero gratis lumayan koleksi kedepannya adain update reset win rate hero season biar yg hero wr nya jelek diperbaiki terimakasih,"['semenjak', 'saingan', 'skin', 'hero', 'gratis', 'lumayan', 'koleksi', 'kedepannya', 'adain', 'update', 'reset', 'win', 'rate', 'hero', 'season', 'biar', 'yg', 'hero', 'wr', 'nya', 'jelek', 'diperbaiki', 'terimakasih']",semenjak saing skin hero gratis lumayan koleksi depan adain update reset win rate hero season biar yg hero wr nya jelek baik terimakasih
"Masa bisa kalah sampai 10 kali? Orang sabar mana yang main 10 kali lebih tapi tetap di kasih kalah? Ya kali ngasih tim ga seimbang sama tim lawan Bagus ing lagi lah drafpick nya. Cukup kasih"" skin. Ga butuh skin butuh nya tim yang bagus.",1,Negatif,masa bisa kalah sampai  kali orang sabar mana yang main  kali lebih tapi tetap di kasih kalah ya kali ngasih tim ga seimbang sama tim lawan bagus ing lagi lah drafpick nya cukup kasih skin ga butuh skin butuh nya tim yang bagus,kalah kali orang sabar main kali kasih kalah ya kali ngasih tim ga seimbang tim lawan bagus ing drafpick nya kasih skin ga butuh skin butuh nya tim bagus,"['kalah', 'kali', 'orang', 'sabar', 'main', 'kali', 'kasih', 'kalah', 'ya', 'kali', 'ngasih', 'tim', 'ga', 'seimbang', 'tim', 'lawan', 'bagus', 'ing', 'drafpick', 'nya', 'kasih', 'skin', 'ga', 'butuh', 'skin', 'butuh', 'nya', 'tim', 'bagus']",kalah kali orang sabar main kali kasih kalah ya kali ngasih tim ga imbang tim lawan bagus ing drafpick nya kasih skin ga butuh skin butuh nya tim bagus
"Perbaiki sistem matchmaking nya,, gua mitichonor aja di kasih lawan Glory dan imo,, nggak waras banget sumpah,, kadang malah di kasih setim sama yang baru legend dan level akun nya tuh jauh di bawah gua,,,Kagak jelas banget dah sistem matchmaking nya,, Yg kedua, hapus aja sky piercer, nggak berguna utk kebanyakan hero, tetapi gue selalu nemuin player yg maksa harus menggunakan sky piercer. Dan kalau bisa bgtu masuk lobby kita bisa langsung milih role, jadi nggak rebutan role lagi di dlm game.",1,Negatif,perbaiki sistem matchmaking nya gua mitichonor aja di kasih lawan glory dan imo nggak waras banget sumpah kadang malah di kasih setim sama yang baru legend dan level akun nya tuh jauh di bawah guakagak jelas banget dah sistem matchmaking nya yg kedua hapus aja sky piercer nggak berguna utk kebanyakan hero tetapi gue selalu nemuin player yg maksa harus menggunakan sky piercer dan kalau bisa bgtu masuk lobby kita bisa langsung milih role jadi nggak rebutan role lagi di dlm game,perbaiki sistem matchmaking nya gua mitichonor aja kasih lawan glory imo nggak waras banget sumpah kadang kasih setim legend level akun nya tuh guakagak banget dah sistem matchmaking nya yg hapus aja sky piercer nggak berguna utk kebanyakan hero gue nemuin player yg maksa sky piercer bgtu masuk lobby langsung milih role nggak rebutan role dlm game,"['perbaiki', 'sistem', 'matchmaking', 'nya', 'gua', 'mitichonor', 'aja', 'kasih', 'lawan', 'glory', 'imo', 'nggak', 'waras', 'banget', 'sumpah', 'kadang', 'kasih', 'setim', 'legend', 'level', 'akun', 'nya', 'tuh', 'guakagak', 'banget', 'dah', 'sistem', 'matchmaking', 'nya', 'yg', 'hapus', 'aja', 'sky', 'piercer', 'nggak', 'berguna', 'utk', 'kebanyakan', 'hero', 'gue', 'nemuin', 'player', 'yg', 'maksa', 'sky', 'piercer', 'bgtu', 'masuk', 'lobby', 'langsung', 'milih', 'role', 'nggak', 'rebutan', 'role', 'dlm', 'game']",baik sistem matchmaking nya gua mitichonor aja kasih lawan glory imo nggak waras banget sumpah kadang kasih tim legend level akun nya tuh guakagak banget dah sistem matchmaking nya yg hapus aja sky piercer nggak guna utk banyak hero gue nemuin player yg maksa sky piercer bgtu masuk lobby langsung milih role nggak rebut role dlm game
"Dari keseluruhan game bagus,belum lagi event skin yang tersedia gratis bagi player².. Tetapi tolong perbaiki sistem match making yang tidak adil,dimana banyak player bermain tidak bagus dan berferforma buruk terlebih lagi selalu bertabrakan lane dengan player lain.",2,Negatif,dari keseluruhan game bagusbelum lagi event skin yang tersedia gratis bagi player tetapi tolong perbaiki sistem match making yang tidak adildimana banyak player bermain tidak bagus dan berferforma buruk terlebih lagi selalu bertabrakan lane dengan player lain,game bagusbelum event skin tersedia gratis player tolong perbaiki sistem match making adildimana player bermain bagus berferforma buruk bertabrakan lane player,"['game', 'bagusbelum', 'event', 'skin', 'tersedia', 'gratis', 'player', 'tolong', 'perbaiki', 'sistem', 'match', 'making', 'adildimana', 'player', 'bermain', 'bagus', 'berferforma', 'buruk', 'bertabrakan', 'lane', 'player']",game bagusbelum event skin sedia gratis player tolong baik sistem match making adildimana player main bagus berferforma buruk tabrak lane player
Satu kalimat buat game ini...Ko*tol Game sampah wajib uninstal...udah pake hape RAM 16 dan wifi lancar...diawal game sinyal hijau giliran dipertengahan dibuat merah kuning...sampe gk bisa gerak...masa gk boleh naik rank...sampah ini game...udah gk cocok buat dimainin...permasalahan dari dulu sampe sekarang tetep sama dimana sinyal tiba2 merah dan kuning...cheater makin banyak...penindakan gk ada...klo gk mampu perbaikin udah tutup aja game nya...,1,Negatif,satu kalimat buat game inikotol game sampah wajib uninstaludah pake hape ram  dan wifi lancardiawal game sinyal hijau giliran dipertengahan dibuat merah kuningsampe gk bisa gerakmasa gk boleh naik ranksampah ini gameudah gk cocok buat dimaininpermasalahan dari dulu sampe sekarang tetep sama dimana sinyal tiba merah dan kuningcheater makin banyakpenindakan gk adaklo gk mampu perbaikin udah tutup aja game nya,kalimat game inikotol game sampah wajib uninstaludah pake hape ram wifi lancardiawal game sinyal hijau giliran dipertengahan merah kuningsampe gk gerakmasa gk ranksampah gameudah gk cocok dimaininpermasalahan sampe tetep dimana sinyal merah kuningcheater banyakpenindakan gk adaklo gk perbaikin udah tutup aja game nya,"['kalimat', 'game', 'inikotol', 'game', 'sampah', 'wajib', 'uninstaludah', 'pake', 'hape', 'ram', 'wifi', 'lancardiawal', 'game', 'sinyal', 'hijau', 'giliran', 'dipertengahan', 'merah', 'kuningsampe', 'gk', 'gerakmasa', 'gk', 'ranksampah', 'gameudah', 'gk', 'cocok', 'dimaininpermasalahan', 'sampe', 'tetep', 'dimana', 'sinyal', 'merah', 'kuningcheater', 'banyakpenindakan', 'gk', 'adaklo', 'gk', 'perbaikin', 'udah', 'tutup', 'aja', 'game', 'nya']",kalimat game inikotol game sampah wajib uninstaludah pake hape ram wifi lancardiawal game sinyal hijau gilir tengah merah kuningsampe gk gerakmasa gk ranksampah gameudah gk cocok dimaininpermasalahan sampe tetep mana sinyal merah kuningcheater banyakpenindakan gk adaklo gk perbaikin udah tutup aja game nya
Game yang menarik untuk dimainkan apalagi ada event skin geratisan. Tapi ada beberapa kesalahan di game ini yaitu 1.sering lag padahal sinyal nya lancar 2.kadang² sering dapet tim noob di rank maupun classic... Semoga kedepannya makin bagus dan semoga bisa ngalahin game HOK(Honor Of King),5,Positif,game yang menarik untuk dimainkan apalagi ada event skin geratisan tapi ada beberapa kesalahan di game ini yaitu sering lag padahal sinyal nya lancar kadang sering dapet tim noob di rank maupun classic semoga kedepannya makin bagus dan semoga bisa ngalahin game hokhonor of king,game menarik dimainkan event skin geratisan kesalahan game lag sinyal nya lancar kadang dapet tim noob rank classic semoga kedepannya bagus semoga ngalahin game hokhonor of king,"['game', 'menarik', 'dimainkan', 'event', 'skin', 'geratisan', 'kesalahan', 'game', 'lag', 'sinyal', 'nya', 'lancar', 'kadang', 'dapet', 'tim', 'noob', 'rank', 'classic', 'semoga', 'kedepannya', 'bagus', 'semoga', 'ngalahin', 'game', 'hokhonor', 'of', 'king']",game tarik main event skin geratisan salah game lag sinyal nya lancar kadang dapet tim noob rank classic moga depan bagus moga ngalahin game hokhonor of king
