term,replacement
penelusuran,telusur
rentan,rentan
bisaa,bisa
collab,collab
wanita,wanita
frez,freeze
admini,min
ples,plus
beben,beban
ifen,even
tinju,tinju
trimaksih,makasih
cscsr,cscsr
syg,sayang
gelap,gelap
gmbr,gambr
diem,diem
hri,hari
islend,island
plissskenapa,plis
ufgred,upgrade
vibes,vibes
bergayaan,gaya
tentara,tentara
canse,canse
gede,gede
garenaada,garena
kayunyatapi,kayu
ngeleghtolong,lag
dibenirin,benar
yaakalo,kalau
ajaterimakasih,makasih
class,class
tembokterjebit,tembok
glowaldan,glowall
browser,browser
rugiiiii,rugi
donkkkk,donk
sblah,sebelah
ob,ob
mahh,mah
internetnya,internet
adabug,bug
presisi,presisi
bidik,bidik
perhatikan,perhati
ngikut,ikut
target,target
yttt,yttt
sampek,sampek
bundlenya,bundle
geratisin,gratis
ssdan,ssdan
scor,scor
merepotkanknp,repot
saay,saay
rpg,rpg
tahap,tahap
region,region
grandmaster,grandmaster
iv,iv
evogun,evogun
galaxxy,galaxxy
abangku,abang
rendem,rendem
kitasoal,kita
silver,silver
goldplatinum,gold
dn,dan
randem,randem
efefdn,ff
prmainan,permainan
sayajadi,saya
sekalinya,sekali
bjir,anjir
ngap,ngap
token,token
ituitu,hu
ngemaxiin,maksimal
dibalikin,balik
boxnya,box
ngegendong,gendong
he,he
rusakkalau,rusak
updateudah,update
jaringansetiap,jaringan
oyy,oy
garenagem,garena
kliatan,lihat
rusakk,rusak
pukiiupdate,update
trosss,terus
tempok,tempok
citergara,cheater
karater,karakter
analok,analog
konsisten,konsisten
mainpdhal,main
ornglain,lain
akhlak,akhlak
ayoo,ayo
skinbaju,skin
zonk,zonk
senjatan,senjata
default,default
pengalaman,alam
brutal,brutal
bangetmalah,banget
liatnyatolong,lihat
losetrek,lostreak
tolung,tolong
didepan,depan
gaje,gaje
rete,rete
updeet,update
duluu,dulu
oranye,oren
kamera,kamera
kendaliin,kendali
benda,benda
keburu,buru
darahh,darah
rilog,rilog
geramnnye,geram
jelasudah,jelas
didalem,dalem
kontainer,kontainer
nembaknembak,nembak
matiperbaikan,mati
tebel,tebel
jugaga,juga
bosenin,bosen
overall,overall
chace,cache
gaktau,tidak
gerapik,grafik
terlalau,lalu
pasitu,pas
baywan,baywan
am,am
merh,match
darh,dark
bhkn,bahkan
npa,apa
umtuk,untuk
ulasn,ulasan
ketuk,ketuk
request,request
paksaafk,afk
dihokiin,hukum
bekal,bekal
gaho,gaho
padal,padahal
tingal,tinggal
tapa,tapa
tokens,token
hokiin,hoki
habisin,habis
ungan,ungan
gu,gu
tpii,tapi
abnormal,abnormal
meter,meter
dirank,rank
ditemui,ketemu
status,status
nyaaawaktu,waktu
ngnttd,ngen
gendongnya,gendong
ngawur,ngawur
matchmakingnya,match
plus,plus
kejagoan,jago
baru²,baru
misi²,misi
erornya,error
beranda,beranda
sendiritapi,sendiri
komunikasi,komunikasi
mainsemoga,main
pensisekian,sekian
control,control
megunakan,guna
keyboard,keyboard
mouse,mouse
mobilelador,mobile
ketiga,tiga
tiha,tiha
haahh,hah
protes,protes
tuker,tuker
nuker,nuker
indah,indah
termah,mah
maap,maaf
kondisikan,kondisi
gakbisa,gakbisa
katnya,katnya
dibiarin,biarin
masalahbug,masalah
role,role
mengkill,kill
kenock,knock
glowalnya,gloowall
pecetsaya,pencet
pencetan,pencet
armor,armor
klw,kalau
hps,hapus
menyeting,setting
siii,siii
umurtapi,umur
ngep,ngep
dulutambah,dulu
ngacobug,bug
keitungterutama,terutama
wifiga,wifi
geam,game
fakta,fakta
mainsekarang,main
suram,suram
yatanya,nyatanya
emg,memang
non,non
aktifin,aktif
wifidata,wifi
kejang,kejang
mestinya,mesti
tks,tks
serang,serang
berkali²,kali
rumput,rumput
mke,pakai
kirain,kirain
ngetik,ngetik
crafland,crafland
kadaluwarsa,kadaluwarsa
hokikan,hoki
pesawat,pesawat
hidupdan,hidup
timtim,tim
terahkir,akhir
wifiping,wifi
sayapas,saya
ehhhhhh,eh
hijauping,hijau
turundan,turun
merahping,merah
setiapa,setiap
kuhapus,hapus
monoton,monoton
yin,yin
karak,karak
ide,ide
budle,bundle
langka,langka
gacha,gacha
signalnya,sinyal
bugsaat,bug
dics,dics
masalahkan,masalah
menjadijadi,menjadi
ma,ma
buriksenjata,jelek
bawaw,bawaw
sajadulu,saja
atm,atm
arsenal,arsenal
senjataku,senjata
kutembak,tembak
kepalanyakalo,kepala
pdh,padahal
kedenger,dengar
garenaaaaaa,garena
skydive,skydive
sebelahdan,sebelah
parasut,parasut
bawahekspetasi,bawahi
sinyak,sinyal
ytmain,youtube
lokasi,lokasi
spam,spam
ajalah,aja
mainkalo,main
nyampe,sampai
sinyallangitngefreze,sinyal
pisau,pisau
lonwof,lonwof
hek,hek
ubahkan,ubah
mnding,mending
gamenyayg,game
gaca,gatcha
dpet,dapet
iven,iven
rusaklgi,rusak
kilat,kilat
nutupin,nutup
modar,mati
xontol,kontl
gaa,tidak
inimah,ini
mahal²,mahal
apaaan,apaan
bru,baru
uninst,uninstall
smkin,makin
bgsff,bangsat
anehniat,aneh
setreseh,stres
tmbh,tambah
setressdkt,stres
usul,usul
ngebaklagi,bug
kmrn,kemaren
donlot,download
terusudah,sudah
sd,sd
ngeposting,posting
setiyap,setiap
apdet,update
mainain,main
faktorii,faktor
temwun,tim
gm,game
setaraa,setara
tolang,tolang
ngadownload,download
koleksi,koleksi
budi,budi
borong,borong
mksih,makasih
abang,abang
citra,citra
kabar,kabar
peduli,peduli
konfik,konfik
suru,suru
notifikasi,notifikasi
idupin,hidup
ngurus,urus
usa,usah
trol,troll
pasrah,pasrah
itemtoken,item
beruntung,untung
incu,lucu
lucky,lucky
hambat,hambat
peforma,forma
bawahdi,bawah
kuta,kuta
dalem,dalem
wasallamualaikun,wasallamualaikun
selamat,selamat
siang,siang
menyesal…huwpp,kesal
andai,andai
gerakkandan,gerak
gerakgerak,gerak
sendirijuga,sendiri
burikmake,jelek
badahal,padahal
glowallgame,gloowall
aimini,aimini
tembaktembakan,tembak
pugb,pubg
soksokan,sok
realistisdasar,realistis
sepiburik,jelek
bitdan,bit
listrik,listrik
lempar,lempar
dingingame,dingin
sipaling,paling
halal,halal
tapii,tapi
abangabangan,abang
ngepush,push
komplain,komplain
ratingnya,rating
updatetan,update
ditel,tel
ajakalo,aja
okecuma,oke
seperi,super
perbagus,bagus
nyaini,nya
anjng,anjing
baguskarna,bagus
dibelakangbanyak,belakang
bugini,begini
ahhhh,ah
donwload,donwload
vaktori,faktor
disam,disam
puluan,duluan
magic,magic
cube,cube
games,game
luky,lucky
ngabisi,habis
kmi,kami
dapatkansemoga,dapat
sayaterimakasih,makasih
brapa,berapa
pngen,pingin
karne,karena
hpskarang,hapus
sangggup,sanggup
pensisaran,saran
nye,nya
bagushaha,bagus
come,come
back,back
guys,guys
alhamdulillah,alhamdulillah
paek,paek
man,man
usia,usia
ngeleh,ngeleh
kick,kick
pegang,pegang
mna,mana
ngechat,chat
paiana,paiana
spek,spek
freevillage,village
dihilangin,hilang
yaitufree,free
pagi,pagi
malamdan,malam
salto,salto
udarakan,udara
bilangbetel,bilang
broyal,royal
peaknya,peak
yaatau,atau
minesin,mesin
sekalitetapi,sekali
nyasemahal,mahal
kahsaya,saya
angarena,garena
dululucky,dulu
andal,handal
pilikasih,pilih
berlebihansenjata,berlebihan
saki,saki
mksd,maksud
yaajangan,jangan
boss,bos
perbaikioke,perbaiki
ngeganngu,ganggu
indikator,indikator
neglag,lag
nunjukin,tunjuk
simple,simple
dipahami,paham
lelah,lelah
glory,glory
weapon,weapon
returnfreefireold,return
craftter,crafter
haduehh,hadeh
reaper,reaper
duanya,dua
freeze,freeze
bugny,bug
anggap,anggap
rankentmohon,rank
nuduh,nuduh
tuduh,tuduh
afkterimakasih,afk
gemenya,geme
nyatolong,tolong
kecilkanlagi,kecil
mainngelek,lag
sais,sais
resiko,resiko
ngelegnya,lag
contohny,contoh
kelap²,kelap
jedag²,jedag
tombol²ny,tombol
gaji,gaji
tambahakan,tambah
filtur,fitur
sja,saja
tenggang,tenggang
selams,selam
permanensetelah,permanen
meriahkan,meriah
perbanyak,banyak
colaborasi,collab
donghua,donghua
filmuntuk,film
colab,collab
khusus,khusus
inikritik,kritik
sprt,seperti
updatan,update
menbaca,baca
informasi,informasi
segitar,gitar
menut,menut
berbaiki,perbaiki
dapat²,dapat
ajakami,aja
uangjika,uang
bangkrutdan,bangkrut
gloowalbiasanya,gloowall
gloowal,gloowall
transparanmasi,transparan
masuktolong,masuk
lagisama,lagi
blpadahal,padahal
anti,anti
ngechittapi,cheat
bl,bl
annnn,an
garenasangat,garena
ngerugikankasian,rugi
malam,malam
𝚐𝚊𝚖𝚎,game
𝚒𝚗𝚒,ini
𝚜𝚊𝚗𝚐𝚊𝚝,sangat
𝚋𝚞𝚛𝚒𝚔,jelek
𝚎𝚑,eh
𝚝𝚊𝚙𝚒,tapi
𝚋𝚘𝚘𝚗𝚐,bohong
𝚜𝚎𝚛𝚞,seru
𝚍𝚊𝚗,dan
𝚋𝚒𝚜𝚊,bisa
𝚖𝚊𝚋𝚊𝚛,mabar
𝚐𝚊𝚛𝚎𝚗𝚊,garena
𝚝𝚘𝚕𝚘𝚗𝚐,tolong
𝚔𝚎𝚖𝚋𝚊𝚕𝚒𝚔𝚊𝚗,kembali
𝚊𝚔𝚞𝚗,akun
𝚔𝚞,saya
𝚢𝚊𝚗𝚐,yang
𝚔𝚎𝚗𝚊,kena
𝚑𝚊𝚌𝚔,hack
𝚕𝚊𝚐𝚒,lagi
𝚑𝚒𝚕𝚊𝚗𝚐𝚔𝚊𝚗,hilang
𝚟𝚊𝚕𝚍𝚎𝚣𝚣,valdezz
𝚋𝚞𝚊𝚝,buat
𝚙𝚕𝚊𝚢𝚎𝚛𝚍,player
𝚘𝚕𝚍,old
𝚙𝚎𝚗𝚜𝚒,pensi
kualami,alami
semangkin,makin
diupdate,update
glowel,glowall
thank,thank
you,you
tibe,tibe
minicraf,minicraf
biaya,biaya
alimistrasi,administrsi
da,da
burikkkkkkkkkkkkkkk,jelek
temennn,teman
perbaikiii,perbaiki
computers,komputer
brantas,brantas
firetapi,fire
samaseharusnya,sama
itumasa,itu
mulutolong,mulu
avatar,avatar
perbaki,perbaiki
lagiterimakasih,lagi
apin,apin
cuy,cuy
berkaliberkali,berkali
nggk,tidak
legenda,legend
ms,ms
kelar,selesai
vpn,vpn
percumabisa,percuma
sinyalping,sinyal
semakik,makin
ainrop,airdrop
perhatinkan,perhati
jrngan,jangan
sadari,sadar
appdet,update
𝙺𝚊𝚝𝚊𝚗𝚢𝚊,kata
𝚋𝚞𝚐,bug
𝚗𝚢𝚊,nya
𝚜𝚞𝚍𝚊𝚑,sudah
𝚍𝚒,di
𝚙𝚎𝚛𝚋𝚊𝚒𝚔𝚒,perbaiki
𝚔𝚘𝚔,kok
𝚖𝚊𝚜𝚒𝚑,masih
𝚊𝚍𝚊,ada
𝙼𝚊𝚜𝚊,masa
𝚜𝚊𝚢𝚊,saya
𝚖𝚊𝚒𝚗,main
𝚌𝚜,cs
𝚕𝚊𝚢𝚊𝚛𝚗𝚢𝚊,layar
𝚔𝚎𝚍𝚎𝚛²𝚜𝚜𝚗𝚍𝚒𝚛𝚒,lag
𝚝𝚎𝚛𝚞𝚜,terus
𝚝𝚊𝚖𝚙𝚒𝚕𝚊𝚗,tampilan
𝚜𝚊𝚊𝚝,saat
𝚒𝚗,in
𝚝𝚒𝚋𝚊²𝚓𝚊𝚍𝚒,tiba
𝚘𝚛𝚎𝚗,oren
𝙽𝚐𝚐𝚊,tidak
𝚓𝚎𝚕𝚊𝚜,jelas
𝚋𝚊𝚗𝚐𝚎𝚝,banget
𝚍𝚊𝚑,dah
nerf,nerf
datain,data
daymon,daymon
merahngelag,merah
geratisannya,gratis
grand,grand
proplayer,player
teman²saya,teman
belakng,belakang
ngenokin,ngenokin
malh,malah
temnesaya,teman
pugatory,pugatory
picbatle,battle
donk,donk
jgan,jangan
nextera,nextera
gapang,gampang
bitang,bintang
chit,cheat
visual,visual
haduhh,haduh
konten,konten
mein,main
mudahin,mudah
downloadsaya,download
sihpihak,pihak
nonaktif,nonaktif
tersebutsekian,tersebut
perlebar,lebar
daerah,daerah
menggesermengarahkan,geser
lebar,lebar
hrus,harus
jaringantolong,jaringan
sebelahkarna,sebelah
bahagia,bahagia
grgr,gara
kata²,kata
pamit,pamit
oldterimakasih,makasih
burikjelek,jelek
mag,mag
moco,moco
laura,laura
jugaan,juga
sangar²,sangar
nickny,nick
nicknameny²,nickname
maybe,maybe
itung²,hitung
toko,toko
bot²garenaharusadil,bot
gjls,gajelas
jirrrr,anjir
bahwasannya,bahwa
saatff,bangsat
timbang,timbang
updetkita,update
karan,karan
abdate,update
jelak,jelek
argggsukak,suka
tapikadang,tapi
semuapokonya,semua
ngilangin,hilang
gimanabagi,gimanabagi
mingk,mungkin
fbngestak,fb
trsgk,terus
masukudh,masuk
fbtolong,fb
hay,hai
kenpa,kenapa
jya,iya
hijau,hijau
kitanya,kita
jelasdari,jelas
face,face
∞paling,paling
ngecrash,crash
tibatibajadi,tiba
gapap,gapapa
silakan,sila
delai,delay
ancur,hancur
smoothlancar,smooth
ayolahh,ayo
kekk,kek
pagunungan,gunung
letak,letak
wol,wol
ngebuk,bug
kadalam,dalam
karene,karena
benang,benang
gomong,ngomong
firee,fire
ginimending,gini
snap,snap
iseng,iseng
mlb,mlbb
dulusaya,dulu
memberitahu,berita
nyasetelah,setelah
rankatau,rank
gabung,gabung
kedalam,dalam
timsquadkepada,tim
fireagar,fire
masalahmohon,masalah
pektori,pektori
glloo,glowall
hancurin,hancur
aidrob,airdrop
lot,lot
realisis,realistis
size,size
alay,alay
sono,sono
cegah,cegah
upaya,upaya
agartidak,agar
ngelekin,lag
ngeband,band
briket,briket
terindikasi,indikasi
program,program
fre,free
offlinejadi,offline
nelayan,nelayan
ubdate,update
burikk,jelek
pepenk,pepeng
resikonya,resiko
granad,granad
tembak²,tembak
sepam,spam
kesono,sono
percumah,percuma
bayak,banyak
keluahan,keluh
utuk,untuk
rakun,rakun
binis,bisnis
untunganya,untung
topaf,topup
yo,ya
sekailian,sekalian
selot,slot
sru,seru
haha,haha
batesan,batas
biji,biji
menyanpaikan,sampai
map²,map
sesuatubahwa,sesuatu
kerene,karena
meng,meng
baldel,baldel
gelowel,glowall
telat,telat
nyedot,sedot
sedikit²grafikny,grafik
ngajelasin,jelas
nalar,nalar
mainkepental,main
sebelom,bom
mohan,mohan
bjngn,bangsat
gllo,glowall
knockin,knock
antonio,antonio
dibnerin,benar
ngapain,ngapain
halloklo,hallo
masalahny,masalah
terjadisepertipas,terjadi
merahpadahal,merah
yadan,ya
lhokok,kok
yatetep,tetap
merahhadehhhtrs,merah
trsoke,oke
developernygame,developer
laa,la
teratasioke,atas
tolonc,tolong
pedang,pedang
kasiiiiiiiiiiiiiiiiii,kasih
sombong,sombong
arena,garena
breakout,breakout
ulangulang,ulang
terganti,ganti
mejadi,jadi
inggris,inggris
unggunpocket,pocket
market,market
bounty,bounty
patch,patch
kalender,kalender
gratisannya,gratis
malass,malas
miminn,min
klaim,klaim
nyesel,kesal
emote,emot
pertahankan,tahan
incar,incar
mengendapkan,endap
kesalan,kesal
taiimakin,tai
burikkgue,jelek
beratpadahal,berat
konten²nya,konten
oldkenapa,old
tanggap,tanggap
garenagarena,garena
oldwoee,old
apa²klo,apa
kreatorgarena,kreator
dongooo,bodoh
nairi,nairi
gaena,garena
sendirinembak,sendiri
matingeleg,lag
terbit,terbit
update²,update
fitur²,fitur
sayap,sayap
macht,match
menganggu,ganggu
pesiun,pesiun
kaku,kaku
narik,narik
padahaljaringan,padahal
skibidi,skibidi
awal²,awal
sebenarmya,benar
ngefrempatah,frame
pthmaksih,patah
gme,game
salambooyah,boyah
beribu,ibu
miliar,miliar
downloding,download
amin,amin
robbal,robbal
alamin,alamin
prediksi,prediksi
ngekill,kill
dibrrank,rank
sampahcuman,sampah
diplaystore,playstore
virtual,virtual
𝙶𝚛𝚊𝚏𝚒𝚔,grafik
𝚢,ya
𝚝𝚎𝚛𝚞𝚝𝚊𝚖𝚊,utama
𝚖𝚊𝚙,map
𝙱𝚎𝚛𝚖𝚞𝚍𝚊,muda
𝚔𝚊𝚕𝚘,kalau
𝚍𝚒𝚋𝚒𝚔𝚒𝚗,bikin
𝚔𝚊𝚢𝚊𝚔,kayak
𝚙𝚎𝚝𝚊,peta
𝚓𝚞𝚐𝚊,juga
𝚋𝚞𝚐𝚋𝚞𝚐,bug
𝚜𝚒𝚗𝚢𝚊𝚕,sinyal
𝚙𝚊𝚍𝚊𝚑𝚊𝚕,padahal
𝚋𝚊𝚐𝚞𝚜,bagus
𝚕𝚊𝚒𝚗,lain
𝚕𝚊𝚗𝚌𝚊𝚛,lancar
𝚊𝚓,aja
𝚙𝚊𝚜,pas
𝚏𝚏,ff
𝚒𝚝𝚞,itu
𝚗𝚐𝚎𝚕𝚎𝚔,lag
𝚔𝚊𝚍𝚊𝚗𝚐,kadang
𝚝𝚒𝚍𝚊𝚔,tidak
𝚕𝚘𝚐𝚒𝚗,login
berpa,berapa
ngagu,ganggu
sediki,dikit
jaringga,jaringan
haslinya,hasil
terahhir,akhir
ruwang,ruang
penyepanna,simpan
diki,dikit
ruang,ruang
mais,main
maat,saat
sekali²,sekali
headshoot,headshot
ahmad,ahmad
badali,badal
ngelagpatah,lag
devoloper,developer
gkpp,gapapa
seasonaku,season
sekalimohon,sekali
robek,robek
deni,den
gda,gaada
dulugarena,dulu
sangkut,sangkut
jendela,jendela
jongkok,jongkok
teammate,tim
banyakk,banyak
chitt,cheat
mhon,mohon
rawat,rawat
blaklis,blacklist
dicek,cek
sblum,belum
mod,mood
menu,menu
habishabis,habis
sekrang,sekarang
seimbangmna,seimbang
bwh,bawah
pulatrs,terus
bintangny,bintang
lngsung,langsung
lggmna,lagi
lawanny,lawan
seimbangdi,seimbang
lgkurang,kurang
ngehit,hit
paks,pakai
ngesellin,kesal
itemitem,item
topup,topup
kalakter,karakter
adam,adam
adain,ada
srmenjak,semenjak
mistahil,mustahil
suadah,sudah
lemahsaya,lemah
elangnya,elang
dispin,spin
smaa,sama
korupsi,korupsi
spinannya,spin
melu²,ikut
merahsebelum,merah
oke²aja,oke
ckuat,kuat
normaltolong,normal
ngnot,ngnot
laba,laba
konol,konol
qgar,agar
upnya,up
ditambahin,tambah
sikit,sedikit
pepengshot,pepeng
sensivitas,sensitivitas
dpi,dpi
afdet,update
cepetan,cepat
walpeper,wallpaper
jarungannya,jaringan
skarat,sekarat
licik,licik
glowelnnya,glowall
bareta,bareta
beliya,beli
pnting,penting
hacker,hacker
dibant,bantu
gakkk,tidak
buuuuuuuuuuuuuuuuuug,bug
unrokemendasi,unrekomendasi
hac,hack
say,saya
zaman,zaman
nyalain,nyala
becus,becus
sprti,seperti
sekedar,sekedar
menyenang,senang
suspendnya,suspend
klen,klien
bolo,bolo
mangkin,mungkin
ilangi,hilang
gajelaa,gajelas
claim,klaim
donload,download
epepku,ff
zombie,zombie
hot,hot
atuh,atuh
ehhh,eh
ngundang,undang
klaimkok,klaim
dana,dana
musuhmusuh,musuh
nyalumayan,lumayan
bermainjuga,main
majuaku,maju
medkitaku,kita
setabil,stabil
refres,refresh
demagenya,damage
apanya,apa
membership,member
mistery,misteri
sekarng,sekarang
kalaterus,kala
sukasekali,suka
haru,harus
dowenlod,download
pelissss,plis
ngebosenindi,bosen
kakistep,step
palanya,kepala
fc,fc
ketendang,tendang
balek,balik
inkubator,inkubator
dpa,dpa
masterlv,master
dng,dengan
bronzeakun,bronze
daftar,daftar
mnit,menit
ngya,ngya
kendals,kendala
darat,darat
laut,laut
pulau,pulau
ngestug,stuck
gemetar,getar
kelempar,lempar
aneeh,aneh
grafisnya,grafik
lagikadangusuh,kadang
buramnya,buram
sat,sat
motor,motor
lurus,lurus
kekiri,kiri
perbaikiada,perbaiki
orangebisa,orang
perbaikiini,perbaiki
senangmalah,senang
drone,drone
keseringan,sering
putar,putar
smokbom,smokbom
scorenya,skor
bundir,mati
maspin,spin
bersyukur,syukur
rusakmasa,rusak
preset,preset
skillglowal,skill
kereset,reset
nyakekurangan,berkurangdan
maro,maro
pasau,pisau
sebalik,balik
maim,main
dialami,alami
sereing,seringg
terusdan,terus
kebnyakan,banyak
terusmohon,terus
mauga,mau
ti,ti
burikcontoh,jelek
terpasangpas,pasang
cnock,knock
terpasangkayak,pasang
itupantesan,pantes
semuaternyata,semua
burikkkkkkkkkkgak,jelek
taikkkk,tai
sring,sering
sempit,sempit
bountynya,bounty
gues,guest
guest,guest
ngenamain,nama
uinstal,uninstall
perduli,peduli
msukan,masuk
mngenai,mengenai
bertmu,temu
maksdnya,maksud
taiii,tai
hilanginnnn,hilang
smotth,smooth
hilangg,hilang
fastand,stand
padang,padang
throw,throw
kenyamana,nyaman
giga,giga
bite,bite
brhnti,berhenti
smpai,sampai
juli,juli
pusing,pusing
meriang,meriang
masaa,masa
diriku,diri
jompo,jompo
sekrng,sekarang
mnct,pencet
majuin,maju
putusankadang,putus
atupun,atau
bandblacklist,blacklist
sllu,selalu
ngeras,ngeras
coment,komentar
buangett,banget
cuuu,lucu
bintanggg,bintang
limaa,lima
dehhhtapii,deh
onmik,onmic
akunya,aku
ingamenya,game
diilangin,hilang
tba,tiba
mo,mo
loginin,login
uji,uji
skywing,skywing
disconnect,disconnect
gemes,game
smartfrenmasa,smartfren
realme,realme
note,note
ngelek²,lag
open,open
san,san
spon,spon
dipesawat,pesawat
remasterd,remasterd
rog,rog
totong,totong
konslet,konslet
sepeleh,sepele
delovernya,developer
ditindaklanjuti,tindak
aling,aling
beatel,beatel
tqhun,tahun
tqpi,tapi
menenarik,menarik
misalnyaiven,misal
paradoxiven,paradox
rahmadan,ramadan
selaluada,selalu
sihsekara,sekarang
gool,gool
teeimakasihgarena,makasih
orenkuning,oren
penglihatan,lihat
user,user
ceestolong,cs
asset,asset
ngedownload,download
off,off
publish,publish
voluntir,voluntir
jirr,anjir
otentikasi,otentikasi
ketang,kentang
lancar²,lancar
recuest,request
ifentori,inventory
geraak,gerak
fftapi,ff
memperburukjuga,buruk
kenala,kenapa
boet,boet
volume,volume
ngbug,bug
dimage,damage
teledor,teledor
maslah,masalah
fatal,fatal
aq,aku
ngeleq,lag
nembaknya,nembak
birubiruan,biru
itukan,itu
diamaod,diamond
blaklist,blacklist
tlng,tolong
help,help
kyak,kayak
hnya,hanya
perhati,perhati
tidah,tidak
crussor,crussor
nempel,nempel
mangka,mangka
bangus,bagus
digratiskan,gratis
openid,open
maren,maren
gjlssss,gajelas
tanggapanya,tanggap
beta,beta
gajelasss,gajelas
admint,min
kabari,kabar
ngestack,stuck
mulaipokok,mulai
ngefreves,freeze
dahh,dah
pelajar,pelajar
vesnya,ves
lvl,level
vesku,ves
pulihin,pulih
setia,setia
mati²an,mati
puqi,puqi
ngaruhsama,ngaruh
kece,kece
dipermasalahkan,masalah
ladang,ladang
panen,panen
masbro,mas
tidk,tidak
dek,dek
dekkan,dek
tapiyg,tapi
kecewakan,kecewa
terdouwload,download
enaktapi,enak
dongjadi,dong
garenaok,gaenak
stepdll,steo
memory,memori
slaah,salah
sekalii,sekali
komen²,komentar
padhal,padahal
bugnyantar,bug
mkin,makin
oktetepi,oke
gamingpadahal,game
fireperbaiki,fire
ta,ta
kedenggeran,dengar
nangung,tanggung
poster,poster
aitem,item
dmnya,dimana
kmren,kemaren
bundel,bundle
carla,carla
dreams,dreams
diskon,diskon
tanggal,tanggal
september,september
ikhlas,ikhlas
amanah,amanah
garenanyakecewa,garena
we,we
usayang,sayang
gitumasa,gitu
bngtapa,bngtapa
beneran,benar
luck,lucky
luk,lucky
alasannyaotentik,alasan
stor,stor
segar,segar
malakukan,malakukan
disain,design
aneh²,aneh
guat,kuat
ngubug,bug
kasin,kasian
aii,ai
cry,nangis
akuuuuuuuu,aku
nangis,nangis
teramat,amat
mandalam,dalam
ngulang,ulang
hey,hai
ydh,yaudah
thun,tahun
ngitung,hitung
ge,ge
vector,vector
mengkasih,kasih
ngedrag,drag
trmks,makasih
donlotin,download
karenakan,karena
grup,tim
yasaya,yasaya
googletp,google
sayaakun,saya
ngelakuin,lakuin
apaapa,apa
apaa,apa
musik,musik
greget,greget
sebel,kesal
green,hijau
creat,creati
jt,juta
ccad,cacat
char,karakter
optimasi,optimasi
cokk,cok
ffhabis,ff
rencana,rencana
googleeh,google
gabisaterus,gabisa
gagalopenid,gagal
dadu,dadu
install,install
bugaku,bug
lohhh,loh
beratt,berat
bugbaru,bug
ditraning,training
dikabulkanterima,kabul
hny,hanya
mulus,mulus
datawifi,data
only,only
wkt,waktu
sesak,sesak
updatebisa,update
uninstal,uninstall
musuhkan,musuh
pasifaktif,pasif
bermanfaatsalam,manfaat
smjace,sama
dihancurin,hancur
yamin,yamin
ajh,aja
oiii,oi
gmail,gmail
lgpdhal,lagi
perbaikiiiiiiikii,perbaiki
garenabarusan,garena
kawansaya,teman
tdak,tidak
bisaabis,bisa
downloaditu,download
barusanini,barusan
ngefreeze,freeze
poke,poke
arahin,arahin
nick,nick
name,name
ditemuin,temu
burikmakin,jelek
bagterutama,bug
demegtolong,damage
anjjjj,anjing
sepii,sepi
jeleksatu,jelek
knait,knock
jringan,jaringan
brkali,berkali
glow,glowall
kta,kita
ngaktifin,aktif
samadan,samad
botak,botak
kurung,kurung
ngelunjak,ngelunjak
henshot,headshot
vestnya,ves
tebal,tebal
kelap,kelap
kelip,kelip
maptempatnya,tempat
merosakkan,rusak
suars,suara
padhl,padahal
mix,mix
hua,hua
boyyah,boyah
mik,mic
kanalan,kenal
mengengetik,ngetik
panggil,panggil
pertemuran,temu
rom,rom
nol,nol
tugas,tugas
pantekk,pantek
burikkk,jelek
duwload,donwload
gituan,gitu
ntar,ntar
tlollll,tolol
rankep,rank
dluu,dulu
munsuh,musuh
ina,ina
alpine,alpine
lma,lama
bangt,bangsat
bagussih,bagus
kanapa,kenapa
heek,hack
nyamasa,masa
veteran,veteran
gitutolong,gitu
barbar,barbar
pingin,ingin
malahh,malah
makinn,makin
burukkk,buruk
kontolllll,kontl
sinyalbug,sinyal
masii,masih
tmbah,tambah
skrg²,sekarang
seringg,sering
anjjj,anjing
singgung,singgung
karakterdan,karakter
sonia,sonia
craftlands,crafland
kincir,kincir
samar,samar
lantai,lantai
kayu,kayu
atap,atap
seeker,seeker
hider,hider
lobbynya,lobi
interaksi,interaksi
bagusbanyak,bagus
buglebih,bug
ngelh,ngelh
gravik,grafik
meginggung,singgung
cacat,cacat
dipasangin,pasang
jidat,jidat
nyari,cari
teruspadahal,terus
ditembakin,tembak
jugaaku,juga
permasalah,masalah
sabit,sabit
sabitnya,sabit
sangsi,sanksi
ajaini,aja
frefirejangan,ff
lahkasian,kasian
playeryang,player
dimodalin,modal
tuhjangan,jangan
ngasal,asal
berantas,berantas
lahjangan,jangan
kalaungasih,kalau
nyasesuai,sesuai
lahini,lah
gakmasuk,gamasuk
rengkd,renk
rengua,renk
pelatinum,platinum
permainanjadi,main
aga,agak
uptade,update
mantatin,manfaat
bagussskadang,bagus
barang²,barang
diamondpokoknya,diamond
dehkarakternya,karakter
banyakfashionnya,banyak
bangettdan,banget
tembak²an,tembak
doangada,doang
hide,hide
seek,seek
lain²asik,lain
dehwajib,wajib
bugglowal,bug
ditak,stuck
kepencettolong,pencet
unggulin,unggul
ngelooting,looting
sniperdemegg,sniper
dilobi,lobi
inih,ini
sayah,saya
karnakan,karena
bangettttt,banget
mokonya,inti
ngejek,hina
jelek²in,jelek
hiii,hai
skalii,sekali
csclass,cs
brcsclass,class
udaa,sudah
